student_id,resource_type,time_spent,completion
2764,podcast,70,0
2765,podcast,115,2
2766,podcast,46,0
2767,podcast,64,2
2768,podcast,102,2
2769,podcast,79,0
2770,podcast,115,0
2771,podcast,112,1
2772,podcast,111,1
2773,podcast,50,0
2774,podcast,106,2
2775,podcast,91,2
2776,podcast,54,0
2777,podcast,77,1
2778,podcast,105,2
2779,podcast,88,0
2780,podcast,54,0
2781,podcast,72,0
2782,podcast,50,2
2783,podcast,99,0
2784,podcast,84,0
2785,podcast,103,2
2786,podcast,47,1
2787,podcast,114,2
2788,podcast,87,2
2789,podcast,118,2
2790,podcast,67,0
2791,podcast,69,0
2792,podcast,83,2
2793,podcast,41,2
2794,podcast,106,2
2795,podcast,86,1
2796,podcast,83,1
2797,podcast,61,0
2798,podcast,104,0
2799,podcast,95,1
2800,podcast,107,0
2801,podcast,100,0
2802,podcast,40,2
2803,podcast,74,1
2804,podcast,55,2
2805,podcast,47,0
2806,podcast,60,0
2807,podcast,47,0
2808,podcast,99,2
2809,podcast,67,0
2810,podcast,110,2
2811,podcast,46,1
2812,podcast,47,0
2813,podcast,80,1
2814,podcast,74,0
2815,podcast,42,1
2816,podcast,43,2
2817,podcast,44,1
2818,podcast,60,1
2819,podcast,50,0
2820,podcast,96,1
2821,podcast,70,1
2822,podcast,85,0
2823,podcast,77,2
2824,podcast,73,2
2825,podcast,90,2
2826,podcast,93,0
2827,podcast,87,2
2828,podcast,84,2
2829,podcast,109,0
2830,podcast,75,2
2831,podcast,94,2
2832,podcast,86,0
2833,podcast,96,2
2834,podcast,93,0
2835,podcast,119,2
2836,podcast,87,0
2837,podcast,41,0
2838,podcast,70,0
2839,podcast,82,0
2840,podcast,60,0
2841,podcast,60,2
2842,podcast,113,0
2843,podcast,81,0
2844,podcast,107,2
2845,podcast,57,1
2846,podcast,85,1
2847,podcast,118,2
2848,podcast,111,1
2849,podcast,109,2
2850,podcast,103,0
2851,podcast,106,0
2852,podcast,120,0
2853,podcast,45,0
2854,podcast,82,0
2855,podcast,68,2
2856,podcast,66,0
2857,podcast,114,0
2858,podcast,77,2
2859,podcast,40,0
2860,podcast,120,2
2861,podcast,80,2
2862,podcast,91,1
2863,podcast,46,0
2864,podcast,110,2
2865,podcast,98,2
2866,podcast,51,2
2867,podcast,78,0
2868,podcast,43,0
2869,podcast,117,1
2870,podcast,113,1
2871,podcast,116,1
2872,podcast,49,2
2873,podcast,120,2
2874,podcast,75,2
2875,podcast,84,0
2876,podcast,68,1
2877,podcast,112,0
2878,podcast,77,2
2879,podcast,46,2
2880,podcast,47,0
2881,podcast,48,0
2882,podcast,41,2
2883,podcast,53,1
2884,podcast,101,2
2885,podcast,119,2
2886,podcast,81,0
2887,podcast,79,2
2888,podcast,59,0
2889,podcast,75,2
2890,podcast,91,1
2891,podcast,68,1
2892,podcast,91,1
2893,podcast,80,0
2894,podcast,97,2
2895,podcast,116,1
2896,podcast,103,2
2897,podcast,88,0
2898,podcast,44,2
2899,podcast,98,2
2900,podcast,49,2
2901,podcast,77,2
2902,podcast,55,2
2903,podcast,79,2
2904,podcast,110,2
2905,podcast,50,1
2906,podcast,66,1
2907,podcast,73,2
2908,podcast,59,1
2909,podcast,111,2
2910,podcast,40,2
2911,podcast,67,1
2912,podcast,58,1
2913,podcast,56,2
2914,podcast,106,0
2915,podcast,67,0
2916,podcast,44,2
2917,podcast,88,2
2918,podcast,87,2
2919,podcast,87,0
2920,podcast,56,1
2921,podcast,106,1
2922,podcast,51,0
2923,podcast,111,0
2924,podcast,80,2
2925,podcast,119,2
2926,podcast,43,2
2927,podcast,68,1
2928,podcast,57,2
2929,podcast,110,0
2930,podcast,47,2
2931,podcast,85,2
2932,podcast,89,2
2933,podcast,105,2
2934,podcast,73,1
2935,podcast,84,0
2936,podcast,90,0
2937,podcast,57,2
2938,podcast,68,1
2939,podcast,42,2
2940,podcast,62,0
2941,podcast,41,0
2942,podcast,102,2
2943,podcast,75,0
2944,podcast,84,2
2945,podcast,59,2
2946,podcast,101,2
2947,podcast,76,0
2948,podcast,75,0
2949,podcast,72,2
2950,podcast,108,0
2951,podcast,66,1
2952,podcast,119,0
2953,podcast,54,2
2954,podcast,89,0
2955,podcast,92,0
2956,podcast,49,1
2957,podcast,112,0
2958,podcast,75,1
2959,podcast,103,2
2960,podcast,110,0
2961,podcast,97,2
2962,podcast,83,2
2963,podcast,115,2
2964,podcast,51,2
2965,podcast,64,2
2966,podcast,68,1
2967,podcast,90,1
2968,podcast,48,2
2969,podcast,113,2
2970,podcast,69,2
2971,podcast,64,1
2972,podcast,73,2
2973,podcast,107,1
2974,podcast,115,0
2975,podcast,49,2
2976,podcast,80,0
2977,podcast,78,1
2978,podcast,72,2
2979,podcast,73,2
2980,podcast,93,0
2981,podcast,80,0
2982,podcast,116,1
2983,podcast,96,2
2984,podcast,41,0
2985,podcast,50,2
2986,podcast,57,1
2987,podcast,99,0
2988,podcast,64,2
2989,podcast,62,1
2990,podcast,51,1
2991,podcast,53,1
2992,podcast,47,1
2993,podcast,46,0
2994,podcast,98,0
2995,podcast,110,2
2996,podcast,86,0
2997,podcast,74,0
2998,podcast,74,1
2999,podcast,96,0
3000,podcast,98,1
3001,podcast,89,0
3002,podcast,116,1
3003,podcast,67,2
3004,podcast,74,1
3005,podcast,66,1
3006,podcast,47,0
3007,podcast,61,1
3008,podcast,101,2
3009,podcast,110,1
3010,podcast,70,0
3011,podcast,55,2
3012,podcast,112,2
3013,podcast,90,1
3014,podcast,120,2
3015,podcast,87,1
3016,podcast,56,2
3017,podcast,83,0
3018,podcast,54,0
3019,podcast,86,0
3020,podcast,51,0
3021,podcast,90,1
3022,podcast,97,0
3023,podcast,52,0
3024,podcast,74,1
3025,podcast,112,1
3026,podcast,69,1
3027,podcast,112,2
3028,podcast,49,0
3029,podcast,113,0
3030,podcast,105,0
3031,podcast,87,1
3032,podcast,71,2
3033,podcast,106,2
3034,podcast,112,0
3035,podcast,96,1
3036,podcast,49,2
3037,podcast,107,2
3038,podcast,51,0
3039,podcast,44,1
3040,podcast,41,0
3041,podcast,98,1
3042,podcast,84,0
3043,podcast,63,2
3044,podcast,79,0
3045,podcast,97,0
3046,podcast,95,2
3047,podcast,111,2
3048,podcast,106,1
3049,podcast,102,1
3050,podcast,78,2
3051,podcast,75,0
3052,podcast,92,1
3053,podcast,116,0
3054,podcast,104,0
3055,podcast,75,2
3056,podcast,120,1
3057,podcast,88,0
3058,podcast,66,0
3059,podcast,92,1
3060,podcast,76,2
3061,podcast,52,1
3062,podcast,98,1
3063,podcast,108,0
3064,podcast,49,0
3065,podcast,59,1
3066,podcast,102,2
3067,podcast,110,2
3068,podcast,116,2
3069,podcast,64,2
3070,podcast,75,0
3071,podcast,98,0
3072,podcast,56,2
3073,podcast,50,1
3074,podcast,76,2
3075,podcast,99,2
3076,podcast,72,2
3077,podcast,47,0
3078,podcast,96,2
3079,podcast,61,1
3080,podcast,102,2
3081,podcast,47,0
3082,podcast,111,1
3083,podcast,42,0
3084,podcast,47,1
3085,podcast,65,0
3086,podcast,55,0
3087,podcast,80,1
3088,podcast,55,0
3089,podcast,48,2
3090,podcast,112,1
3091,podcast,54,0
3092,podcast,83,1
3093,podcast,47,1
3094,podcast,78,0
3095,podcast,116,0
3096,podcast,100,0
3097,podcast,72,0
3098,podcast,95,0
3099,podcast,111,2
3100,podcast,116,1
3101,podcast,102,1
3102,podcast,117,2
3103,podcast,101,1
3104,podcast,119,0
3105,podcast,44,1
3106,podcast,49,1
3107,podcast,47,0
3108,podcast,58,0
3109,podcast,92,2
3110,podcast,65,0
3111,podcast,60,2
3112,podcast,45,2
3113,podcast,41,2
3114,podcast,101,2
3115,podcast,61,2
3116,podcast,46,2
3117,podcast,65,2
3118,podcast,93,0
3119,podcast,99,1
3120,podcast,46,0
3121,podcast,76,2
3122,podcast,93,1
3123,podcast,72,0
3124,podcast,62,0
3125,podcast,75,2
3126,podcast,79,1
3127,podcast,120,1
3128,podcast,54,2
3129,podcast,65,0
3130,podcast,102,1
3131,podcast,52,2
3132,podcast,102,1
3133,podcast,51,0
3134,podcast,103,0
3135,podcast,70,0
3136,podcast,57,2
3137,podcast,116,2
3138,podcast,94,2
3139,podcast,116,1
3140,podcast,102,2
3141,podcast,71,2
3142,podcast,95,2
3143,podcast,100,0
3144,podcast,52,1
3145,podcast,46,2
3146,podcast,77,0
3147,podcast,53,1
3148,podcast,90,1
3149,podcast,104,1
3150,podcast,100,1
3151,podcast,70,2
3152,podcast,66,0
3153,podcast,54,0
3154,podcast,110,0
3155,podcast,101,1
3156,podcast,67,2
3157,podcast,108,2
3158,podcast,44,1
3159,podcast,59,0
3160,podcast,86,2
3161,podcast,54,0
3162,podcast,52,2
3163,podcast,83,2
3164,podcast,109,1
3165,podcast,105,0
3166,podcast,104,0
3167,podcast,111,1
3168,podcast,73,2
3169,podcast,86,0
3170,podcast,84,1
3171,podcast,92,1
3172,podcast,70,1
3173,podcast,120,0
3174,podcast,51,2
3175,podcast,87,0
3176,podcast,64,1
3177,podcast,118,0
3178,podcast,85,2
3179,podcast,104,1
3180,podcast,99,1
3181,podcast,83,1
3182,podcast,112,2
3183,podcast,109,1
3184,podcast,86,1
3185,podcast,86,1
3186,podcast,61,2
3187,podcast,109,2
3188,podcast,79,1
3189,podcast,110,2
3190,podcast,48,0
3191,podcast,50,0
3192,podcast,74,1
3193,podcast,107,0
3194,podcast,114,1
3195,podcast,110,1
3196,podcast,102,1
3197,podcast,105,0
3198,podcast,114,2
3199,podcast,104,2
3200,podcast,82,0
3201,podcast,111,1
3202,podcast,62,0
3203,podcast,61,2
3204,podcast,79,2
3205,podcast,91,2
3206,podcast,92,0
3207,podcast,120,1
3208,podcast,48,1
3209,podcast,116,2
3210,podcast,109,1
3211,podcast,109,2
3212,podcast,118,0
3213,podcast,80,0
3214,podcast,97,1
3215,podcast,55,2
3216,podcast,106,1
3217,podcast,48,0
3218,podcast,109,2
3219,podcast,48,0
3220,podcast,72,1
3221,podcast,90,0
3222,podcast,84,1
3223,podcast,85,1
3224,podcast,45,2
3225,podcast,96,1
3226,podcast,57,0
3227,podcast,61,2
3228,podcast,77,0
3229,podcast,111,1
3230,podcast,118,1
3231,podcast,57,1
3232,podcast,86,0
3233,podcast,73,2
3234,podcast,74,1
3235,podcast,62,0
3236,podcast,81,2
3237,podcast,40,1
3238,podcast,83,0
3239,podcast,59,2
3240,podcast,115,1
3241,podcast,119,0
3242,podcast,113,2
3243,podcast,41,1
3244,podcast,57,2
3245,podcast,60,2
3246,podcast,92,0
3247,podcast,79,1
3248,podcast,68,1
3249,podcast,117,0
3250,podcast,90,2
3251,podcast,65,1
3252,podcast,59,1
3253,podcast,46,2
3254,podcast,46,1
3255,podcast,94,2
3256,podcast,97,1
3257,podcast,110,0
3258,podcast,77,0
3259,podcast,86,0
3260,podcast,112,0
3261,podcast,112,2
3262,podcast,93,2
3263,podcast,51,1
3264,podcast,52,0
3265,podcast,96,0
3266,podcast,96,0
3267,podcast,92,1
3268,podcast,77,1
3269,podcast,115,1
3270,podcast,45,2
3271,podcast,51,0
3272,podcast,54,1
3273,podcast,85,2
3274,podcast,120,1
3275,podcast,72,2
3276,podcast,57,1
3277,podcast,115,0
3278,podcast,49,1
3279,podcast,88,2
3280,podcast,101,0
3281,podcast,96,1
3282,podcast,80,2
3283,podcast,55,2
3284,podcast,83,0
3285,podcast,120,1
3286,podcast,69,0
3287,podcast,70,0
3288,podcast,95,0
3289,podcast,79,0
3290,podcast,76,0
3291,podcast,52,1
3292,podcast,61,0
3293,podcast,66,1
3294,podcast,86,1
3295,podcast,92,0
3296,podcast,48,1
3297,podcast,106,1
3298,podcast,91,2
3299,podcast,51,2
3300,podcast,100,0
3301,podcast,66,0
3302,podcast,63,2
3303,podcast,78,2
3304,podcast,110,2
3305,podcast,113,2
3306,podcast,118,1
3307,podcast,81,1
3308,podcast,57,1
3309,podcast,102,1
3310,podcast,117,1
3311,podcast,102,2
3312,podcast,77,1
3313,podcast,45,2
3314,podcast,107,2
3315,podcast,112,1
3316,podcast,70,0
3317,podcast,43,1
3318,podcast,109,0
3319,podcast,101,2
3320,podcast,72,0
3321,podcast,75,1
3322,podcast,51,1
3323,podcast,101,1
3324,podcast,41,0
3325,podcast,106,2
3326,podcast,49,2
3327,podcast,56,1
3328,podcast,105,2
3329,podcast,60,2
3330,podcast,47,2
3331,podcast,63,0
3332,podcast,71,0
3333,podcast,101,2
3334,podcast,51,2
3335,podcast,112,0
3336,podcast,82,2
3337,podcast,47,0
3338,podcast,101,2
3339,podcast,66,1
3340,podcast,58,2
3341,podcast,100,2
3342,podcast,93,1
3343,podcast,66,2
3344,podcast,66,1
3345,podcast,102,0
3346,podcast,114,2
3347,podcast,98,2
3348,podcast,69,0
3349,podcast,116,2
3350,podcast,110,0
3351,podcast,43,2
3352,podcast,73,1
3353,podcast,40,1
3354,podcast,85,2
3355,podcast,76,0
3356,podcast,59,0
3357,podcast,107,1
3358,podcast,81,1
3359,podcast,88,0
3360,podcast,60,0
3361,podcast,45,2
3362,podcast,99,0
3363,podcast,106,2
3364,podcast,104,0
3365,podcast,48,0
3366,podcast,80,0
3367,podcast,42,0
3368,podcast,89,0
3369,podcast,89,1
3370,podcast,83,2
3371,podcast,66,1
3372,podcast,46,2
3373,podcast,58,2
3374,podcast,111,2
3375,podcast,119,2
3376,podcast,106,0
3377,podcast,100,2
3378,podcast,62,1
3379,podcast,95,0
3380,podcast,59,0
3381,podcast,79,0
3382,podcast,76,0
3383,podcast,40,2
3384,podcast,114,1
3385,podcast,117,1
3386,podcast,66,1
3387,podcast,98,1
3388,podcast,96,0
3389,podcast,68,0
3390,podcast,62,2
3391,podcast,105,0
3392,podcast,105,1
3393,podcast,83,1
3394,podcast,107,1
3395,podcast,67,0
3396,podcast,76,1
3397,podcast,76,2
3398,podcast,104,2
3399,podcast,101,0
3400,podcast,88,0
3401,podcast,72,1
3402,podcast,47,1
3403,podcast,59,1
3404,podcast,48,0
3405,podcast,85,0
3406,podcast,62,1
3407,podcast,90,2
3408,podcast,53,1
3409,podcast,110,1
3410,podcast,66,2
3411,podcast,79,2
3412,podcast,57,0
3413,podcast,101,2
3414,podcast,44,1
3415,podcast,76,2
3416,podcast,50,1
3417,podcast,88,1
3418,podcast,57,1
3419,podcast,104,2
3420,podcast,95,2
3421,podcast,49,0
3422,podcast,75,0
3423,podcast,106,2
3424,podcast,87,2
3425,podcast,104,2
3426,podcast,89,1
3427,podcast,57,0
3428,podcast,103,0
3429,podcast,57,2
3430,podcast,76,2
3431,podcast,109,2
3432,podcast,71,0
3433,podcast,49,0
3434,podcast,107,2
3435,podcast,45,2
3436,podcast,97,2
3437,podcast,98,0
3438,podcast,99,1
3439,podcast,111,1
3440,podcast,99,2
3441,podcast,85,2
3442,podcast,79,0
3443,podcast,101,0
3444,podcast,49,1
3445,podcast,51,2
3446,podcast,109,2
3447,podcast,51,2
3448,podcast,61,0
3449,podcast,47,0
3450,podcast,70,2
3451,podcast,68,1
3452,podcast,93,0
3453,podcast,54,1
3454,podcast,105,1
3455,podcast,49,0
3456,podcast,87,0
3457,podcast,98,0
3458,podcast,90,1
3459,podcast,44,0
3460,podcast,61,0
3461,podcast,79,1
3462,podcast,48,2
3463,podcast,42,1
3464,podcast,90,1
3465,podcast,76,2
3466,podcast,40,2
3467,podcast,99,0
3468,podcast,83,2
3469,podcast,42,1
3470,podcast,85,1
3471,podcast,44,0
3472,podcast,109,1
3473,podcast,87,1
3474,podcast,98,1
3475,podcast,111,0
3476,podcast,114,2
3477,podcast,69,2
3478,podcast,110,0
3479,podcast,104,0
3480,podcast,44,0
3481,podcast,62,0
3482,podcast,88,0
3483,podcast,51,1
3484,podcast,63,0
3485,podcast,90,2
3486,podcast,45,0
3487,podcast,76,2
3488,podcast,57,2
3489,podcast,68,2
3490,podcast,91,1
3491,podcast,56,0
3492,podcast,114,0
3493,podcast,114,0
3494,podcast,57,2
3495,podcast,96,2
3496,podcast,62,1
3497,podcast,61,2
3498,podcast,95,1
3499,podcast,102,2
3500,podcast,113,1
3501,podcast,65,0
3502,podcast,53,1
3503,podcast,64,2
3504,podcast,71,1
3505,podcast,106,0
3506,podcast,96,0
3507,podcast,109,1
3508,podcast,46,1
3509,podcast,94,2
3510,podcast,42,0
3511,podcast,41,0
3512,podcast,118,1
3513,podcast,62,2
3514,podcast,53,2
3515,podcast,54,2
3516,podcast,106,0
3517,podcast,71,2
3518,podcast,73,1
3519,podcast,43,0
3520,podcast,59,0
3521,podcast,116,0
3522,podcast,63,1
3523,podcast,61,0
3524,podcast,58,0
3525,podcast,105,0
3526,podcast,110,0
3527,podcast,96,0
3528,podcast,41,0
3529,podcast,102,1
3530,podcast,109,1
3531,podcast,118,0
3532,podcast,99,2
3533,podcast,58,0
3534,podcast,68,2
3535,podcast,50,2
3536,podcast,69,2
3537,podcast,112,2
3538,podcast,117,1
3539,podcast,81,2
3540,podcast,83,2
3541,podcast,67,0
3542,podcast,52,0
3543,podcast,82,1
3544,podcast,52,1
3545,podcast,73,2
3546,podcast,88,2
3547,podcast,92,2
3548,podcast,85,2
3549,podcast,56,0
3550,podcast,43,2
3551,podcast,68,0
3552,podcast,62,0
3553,podcast,118,0
3554,podcast,115,1
3555,podcast,111,1
3556,podcast,116,1
3557,podcast,95,0
3558,podcast,83,1
3559,podcast,63,1
3560,podcast,115,1
3561,podcast,87,1
3562,podcast,59,2
3563,podcast,119,1
3564,podcast,110,0
3565,podcast,94,0
3566,podcast,46,1
3567,podcast,89,0
3568,podcast,99,0
3569,podcast,42,1
3570,podcast,101,0
3571,podcast,43,0
3572,podcast,107,0
3573,podcast,110,2
3574,podcast,115,2
3575,podcast,81,1
3576,podcast,81,1
3577,podcast,95,0
3578,podcast,91,2
3579,podcast,54,1
3580,podcast,68,2
3581,podcast,67,1
3582,podcast,89,0
3583,podcast,120,0
3584,podcast,42,2
3585,podcast,75,0
3586,podcast,60,2
3587,podcast,86,2
3588,podcast,59,1
3589,podcast,46,2
3590,podcast,104,2
3591,podcast,53,0
3592,podcast,47,1
3593,podcast,74,1
3594,podcast,66,1
3595,podcast,46,1
3596,podcast,85,2
3597,podcast,84,0
3598,podcast,115,1
3599,podcast,73,0
3600,podcast,82,0
3601,podcast,113,1
3602,podcast,53,0
3603,podcast,68,2
3604,podcast,54,0
3605,podcast,44,2
3606,podcast,67,0
3607,podcast,119,1
3608,podcast,120,2
3609,podcast,47,0
3610,podcast,92,2
3611,podcast,94,1
3612,podcast,83,2
3613,podcast,96,0
3614,podcast,116,0
3615,podcast,73,0
3616,podcast,71,1
3617,podcast,59,0
3618,podcast,98,2
3619,podcast,94,1
3620,podcast,74,1
3621,podcast,51,1
3622,podcast,75,2
3623,podcast,116,2
3624,podcast,69,1
3625,podcast,41,2
3626,podcast,41,1
3627,podcast,103,2
3628,podcast,112,2
3629,podcast,119,2
3630,podcast,107,1
3631,podcast,73,0
3632,podcast,106,0
3633,podcast,97,2
3634,podcast,68,2
3635,podcast,56,0
3636,podcast,110,1
3637,podcast,63,1
3638,podcast,45,0
3639,podcast,76,1
3640,podcast,59,2
3641,podcast,90,1
3642,podcast,50,1
3643,podcast,50,0
3644,podcast,58,1
3645,podcast,99,0
3646,podcast,76,2
3647,podcast,111,2
3648,podcast,75,1
3649,podcast,91,0
3650,podcast,63,0
3651,podcast,111,0
3652,podcast,112,1
3653,podcast,47,1
3654,podcast,111,1
3655,podcast,87,1
3656,podcast,60,0
3657,podcast,111,2
3658,podcast,83,2
3659,podcast,118,0
3660,podcast,112,0
3661,podcast,65,1
3662,podcast,88,0
3663,podcast,93,0
3664,podcast,100,2
3665,podcast,57,1
3666,podcast,53,0
3667,podcast,56,0
3668,podcast,101,1
3669,podcast,85,2
3670,podcast,86,2
3671,podcast,73,2
3672,podcast,105,0
3673,podcast,109,1
3674,podcast,105,0
3675,podcast,59,1
3676,podcast,115,0
3677,podcast,119,0
3678,podcast,116,0
3679,podcast,84,1
3680,podcast,72,1
3681,podcast,82,1
3682,podcast,97,2
3683,podcast,95,1
3684,podcast,51,0
3685,podcast,67,0
3686,podcast,71,1
3687,podcast,52,0
3688,podcast,71,0
3689,podcast,65,0
3690,podcast,92,0
3691,podcast,76,2
3692,podcast,94,1
3693,podcast,59,2
3694,podcast,101,0
3695,podcast,104,0
3696,podcast,117,0
3697,podcast,79,1
3698,podcast,66,1
3699,podcast,113,1
3700,podcast,71,1
3701,podcast,45,2
3702,podcast,114,2
3703,podcast,98,1
3704,podcast,46,0
3705,podcast,79,2
3706,podcast,96,0
3707,podcast,97,2
3708,podcast,94,2
3709,podcast,120,1
3710,podcast,115,0
3711,podcast,95,0
3712,podcast,111,1
3713,podcast,120,0
3714,podcast,67,1
3715,podcast,61,2
3716,podcast,97,2
3717,podcast,64,2
3718,podcast,96,1
3719,podcast,82,1
3720,podcast,108,0
3721,podcast,46,0
3722,podcast,60,0
3723,podcast,115,2
3724,podcast,89,1
3725,podcast,63,0
3726,podcast,48,0
3727,podcast,88,2
3728,podcast,77,0
3729,podcast,111,0
3730,podcast,52,1
3731,podcast,97,1
3732,podcast,108,0
3733,podcast,85,0
3734,podcast,88,1
3735,podcast,76,0
3736,podcast,53,0
3737,podcast,88,2
3738,podcast,45,0
3739,podcast,89,1
3740,podcast,54,1
3741,podcast,55,2
3742,podcast,88,0
3743,podcast,98,1
3744,podcast,112,0
3745,podcast,60,2
3746,podcast,58,2
3747,podcast,80,1
3748,podcast,44,2
3749,podcast,102,0
3750,podcast,53,2
3751,podcast,51,2
3752,podcast,108,1
3753,podcast,42,1
3754,podcast,73,1
3755,podcast,43,1
3756,podcast,112,2
3757,podcast,86,0
3758,podcast,107,2
3759,podcast,84,2
3760,podcast,84,1
3761,podcast,108,1
3762,podcast,51,0
3763,podcast,50,0
3764,podcast,82,2
3765,podcast,119,1
3766,podcast,102,1
3767,podcast,49,2
3768,podcast,108,1
3769,podcast,78,1
3770,podcast,40,2
3771,podcast,95,1
3772,podcast,100,0
3773,podcast,110,0
3774,podcast,119,1
3775,podcast,81,2
3776,podcast,58,0
3777,podcast,104,1
3778,podcast,81,2
3779,podcast,48,1
3780,podcast,45,0
3781,podcast,75,2
3782,podcast,44,0
3783,podcast,84,2
3784,podcast,108,1
3785,podcast,88,1
3786,podcast,99,2
3787,podcast,48,1
3788,podcast,109,1
3789,podcast,76,0
3790,podcast,56,1
3791,podcast,96,0
3792,podcast,95,2
3793,podcast,76,1
3794,podcast,41,2
3795,podcast,41,1
3796,podcast,101,0
3797,podcast,119,1
3798,podcast,100,0
3799,podcast,118,1
3800,podcast,95,2
3801,podcast,66,2
3802,podcast,101,2
3803,podcast,67,2
3804,podcast,75,1
3805,podcast,83,2
3806,podcast,74,0
3807,podcast,98,1
3808,podcast,63,1
3809,podcast,58,2
3810,podcast,73,1
3811,podcast,70,0
3812,podcast,115,1
3813,podcast,69,0
3814,podcast,45,1
3815,podcast,92,1
3816,podcast,45,2
3817,podcast,44,0
3818,podcast,82,1
3819,podcast,87,1
3820,podcast,95,2
3821,podcast,103,2
3822,podcast,103,2
3823,podcast,104,2
3824,podcast,72,0
3825,podcast,61,0
3826,podcast,107,0
3827,podcast,51,2
3828,podcast,60,2
3829,podcast,120,2
3830,podcast,83,0
3831,podcast,40,1
3832,podcast,55,2
3833,podcast,104,0
3834,podcast,95,2
3835,podcast,101,1
3836,podcast,68,0
3837,podcast,42,1
3838,podcast,78,0
3839,podcast,41,2
3840,podcast,54,2
3841,podcast,102,2
3842,podcast,75,1
3843,podcast,80,1
3844,podcast,110,0
3845,podcast,69,2
3846,podcast,96,0
3847,podcast,79,1
3848,podcast,61,2
3849,podcast,42,0
3850,podcast,61,1
3851,podcast,42,0
3852,podcast,101,1
3853,podcast,41,0
3854,podcast,85,1
3855,podcast,100,0
3856,podcast,103,1
3857,podcast,90,2
3858,podcast,74,1
3859,podcast,73,1
3860,podcast,55,1
3861,podcast,84,1
3862,podcast,77,1
3863,podcast,63,1
3864,podcast,119,2
3865,podcast,117,0
3866,podcast,114,2
3867,podcast,107,2
3868,podcast,78,2
3869,podcast,56,2
3870,podcast,81,2
3871,podcast,114,0
3872,podcast,68,1
3873,podcast,78,2
3874,podcast,100,0
3875,podcast,60,2
3876,podcast,104,1
3877,podcast,61,1
3878,podcast,54,1
3879,podcast,83,2
3880,podcast,94,2
3881,podcast,50,0
3882,podcast,96,2
3883,podcast,45,2
3884,podcast,116,0
3885,podcast,64,1
3886,podcast,76,1
3887,podcast,83,2
3888,podcast,58,1
3889,podcast,59,1
3890,podcast,120,0
3891,podcast,57,2
3892,podcast,109,0
3893,podcast,73,0
3894,podcast,102,1
3895,podcast,41,0
3896,podcast,119,2
3897,podcast,47,1
3898,podcast,75,2
3899,podcast,97,2
3900,podcast,110,1
3901,podcast,112,1
3902,podcast,42,0
3903,podcast,50,2
3904,podcast,109,2
3905,podcast,108,0
3906,podcast,108,1
3907,podcast,114,0
3908,podcast,68,0
3909,podcast,60,1
3910,podcast,110,0
3911,podcast,72,1
3912,podcast,108,2
3913,podcast,86,2
3914,podcast,50,2
3915,podcast,111,2
3916,podcast,117,2
3917,podcast,58,1
3918,podcast,116,2
3919,podcast,104,0
3920,podcast,98,1
3921,podcast,66,0
3922,podcast,116,1
3923,podcast,45,1
3924,podcast,100,0
3925,podcast,49,2
3926,podcast,79,1
3927,podcast,88,0
3928,podcast,108,0
3929,podcast,47,0
3930,podcast,85,1
3931,podcast,50,1
3932,podcast,95,2
3933,podcast,52,0
3934,podcast,64,2
3935,podcast,96,0
3936,podcast,109,1
3937,podcast,104,0
3938,podcast,71,2
3939,podcast,85,0
3940,podcast,67,1
3941,podcast,109,1
3942,podcast,101,1
3943,podcast,62,1
3944,podcast,92,1
3945,podcast,48,0
3946,podcast,44,2
3947,podcast,114,1
3948,podcast,52,1
3949,podcast,52,1
3950,podcast,113,0
3951,podcast,105,2
3952,podcast,90,0
3953,podcast,41,1
3954,podcast,82,0
3955,podcast,57,2
3956,podcast,96,2
3957,podcast,106,1
3958,podcast,105,0
3959,podcast,82,0
3960,podcast,92,0
3961,podcast,85,0
3962,podcast,83,2
3963,podcast,47,2
3964,podcast,76,0
3965,podcast,115,1
3966,podcast,102,1
3967,podcast,79,0
3968,podcast,59,2
3969,podcast,109,1
3970,podcast,68,0
3971,podcast,117,1
3972,podcast,91,1
3973,podcast,94,1
3974,podcast,94,0
3975,podcast,48,1
3976,podcast,66,1
3977,podcast,74,2
3978,podcast,95,0
3979,podcast,90,1
3980,podcast,51,0
3981,podcast,114,0
3982,podcast,109,1
3983,podcast,95,0
3984,podcast,89,1
3985,podcast,90,2
3986,podcast,90,0
3987,podcast,95,0
3988,podcast,80,0
3989,podcast,101,1
3990,podcast,106,0
3991,podcast,58,2
3992,podcast,79,0
3993,podcast,72,2
3994,podcast,108,1
3995,podcast,75,1
3996,podcast,50,2
3997,podcast,116,0
3998,podcast,112,2
3999,podcast,90,0
4000,podcast,61,2
4001,podcast,103,1
4002,podcast,42,2
4003,podcast,70,0
4004,podcast,71,1
4005,podcast,78,0
4006,podcast,101,2
4007,podcast,86,1
4008,podcast,46,1
4009,podcast,52,2
4010,podcast,81,0
4011,podcast,69,2
4012,podcast,116,1
4013,podcast,66,1
4014,podcast,62,2
4015,podcast,51,1
4016,podcast,114,0
4017,podcast,101,0
4018,podcast,51,2
4019,podcast,90,1
4020,podcast,80,1
4021,podcast,93,1
4022,podcast,117,1
4023,podcast,82,0
4024,podcast,81,2
4025,podcast,40,1
4026,podcast,73,0
4027,podcast,89,1
4028,podcast,120,2
4029,podcast,105,0
4030,podcast,120,0
4031,podcast,104,1
4032,podcast,56,0
4033,podcast,55,0
4034,podcast,117,0
